Skills,Experience,Education,Certifications,Job_Role,Recruiter_Decision,Salary_Expectation,Projects_Count,AI_Score,Education_Ordinal,Certifications_Encoded,Job_Role_Encoded,Education_Encoded,ModelA_Hire_Prob,ModelA_Prediction,ModelA_Pred_Label,ModelA_Rank
"Cybersecurity, Ethical Hacking, Networking",6,M.Tech,Google ML,Cybersecurity Analyst,Hire,108922,10,100,3,2,1,2,0.99,1,Hire,392
"Machine Learning, SQL, Python",4,B.Sc,Google ML,Data Scientist,Hire,114573,8,100,2,2,2,0,0.99,1,Hire,392
"Java, React, SQL, C++",6,M.Tech,Google ML,Software Engineer,Hire,66936,5,100,3,2,3,2,0.99,1,Hire,392
"Deep Learning, Machine Learning, SQL",1,B.Tech,,Data Scientist,Reject,58515,6,55,2,3,2,1,0.99,1,Hire,392
"Networking, Cybersecurity, Ethical Hacking, Linux",9,MBA,AWS Certified,Cybersecurity Analyst,Hire,45660,9,100,3,0,1,3,0.99,1,Hire,392
"TensorFlow, NLP, Pytorch",5,B.Sc,AWS Certified,AI Researcher,Hire,88653,0,75,2,0,0,0,0.99,1,Hire,392
"Pytorch, Python, TensorFlow, NLP",5,MBA,Google ML,AI Researcher,Hire,109244,5,100,3,2,0,3,0.99,1,Hire,392
"TensorFlow, Python",10,PhD,AWS Certified,AI Researcher,Hire,98659,6,100,4,0,0,4,0.99,1,Hire,392
"Pytorch, TensorFlow, NLP",4,B.Tech,,AI Researcher,Hire,90906,3,70,2,3,0,1,0.99,1,Hire,392
"SQL, Java, React",6,B.Sc,Google ML,Software Engineer,Hire,67745,3,100,2,2,3,0,0.99,1,Hire,392
"Ethical Hacking, Networking, Linux",1,M.Tech,Google ML,Cybersecurity Analyst,Hire,102085,6,65,3,2,1,2,0.99,1,Hire,392
"Ethical Hacking, Networking",10,M.Tech,AWS Certified,Cybersecurity Analyst,Hire,71504,6,100,3,0,1,2,0.99,1,Hire,392
"Cybersecurity, Linux, Networking",0,MBA,Deep Learning Specialization,Cybersecurity Analyst,Reject,49774,7,60,3,1,1,3,0.99,1,Hire,392
"Python, Deep Learning, Machine Learning, SQL",8,B.Tech,,Data Scientist,Hire,41965,2,100,2,3,2,1,0.99,1,Hire,392
"TensorFlow, Pytorch, Python, NLP",6,PhD,AWS Certified,AI Researcher,Hire,109248,8,100,4,0,0,4,0.99,1,Hire,392
"Networking, Linux, Ethical Hacking",7,B.Tech,Google ML,Cybersecurity Analyst,Hire,96689,3,100,2,2,1,1,0.99,1,Hire,392
"Ethical Hacking, Networking, Linux, Cybersecurity",0,B.Tech,,Cybersecurity Analyst,Reject,93079,2,30,2,3,1,1,0.99,1,Hire,392
"Java, React, SQL",4,PhD,Deep Learning Specialization,Software Engineer,Hire,49673,7,100,4,1,3,4,0.99,1,Hire,392
"Machine Learning, Deep Learning, SQL",6,M.Tech,,Data Scientist,Hire,41610,7,100,3,3,2,2,0.99,1,Hire,392
"Linux, Ethical Hacking, Networking",5,B.Sc,AWS Certified,Cybersecurity Analyst,Hire,45733,0,75,2,0,1,0,0.99,1,Hire,392
"Deep Learning, Machine Learning, SQL",5,B.Sc,Google ML,Data Scientist,Hire,41593,4,95,2,2,2,0,0.99,1,Hire,392
"TensorFlow, Pytorch, Python, NLP",10,B.Tech,AWS Certified,AI Researcher,Hire,94952,6,100,2,0,0,1,0.99,1,Hire,392
"NLP, Pytorch",8,B.Sc,AWS Certified,AI Researcher,Hire,41624,4,100,2,0,0,0,0.99,1,Hire,392
"Linux, Networking, Ethical Hacking",7,B.Sc,,Cybersecurity Analyst,Hire,79874,6,100,2,3,1,0,0.99,1,Hire,392
"SQL, Python, Machine Learning",10,PhD,AWS Certified,Data Scientist,Hire,55716,0,100,4,0,2,4,0.99,1,Hire,392
"TensorFlow, NLP",7,M.Tech,Deep Learning Specialization,AI Researcher,Hire,45655,6,100,3,1,0,2,0.99,1,Hire,392
"Pytorch, Python",5,B.Tech,Deep Learning Specialization,AI Researcher,Hire,89338,1,75,2,1,0,1,0.99,1,Hire,392
"Networking, Cybersecurity, Ethical Hacking, Linux",1,B.Sc,AWS Certified,Cybersecurity Analyst,Reject,86274,3,55,2,0,1,0,0.99,0,Reject,392
"Python, Pytorch, TensorFlow, NLP",9,M.Tech,,AI Researcher,Hire,67670,9,100,3,3,0,2,0.99,1,Hire,392
"Ethical Hacking, Linux, Cybersecurity",5,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,53855,8,100,3,1,1,3,0.99,1,Hire,392
"NLP, Pytorch, Python",4,PhD,Google ML,AI Researcher,Hire,45733,9,100,4,2,0,4,0.99,1,Hire,392
"Pytorch, NLP, Python",10,MBA,Google ML,AI Researcher,Hire,85192,2,100,3,2,0,3,0.99,1,Hire,392
"Deep Learning, Python, Machine Learning, SQL",10,MBA,Deep Learning Specialization,Data Scientist,Hire,63516,2,100,3,1,2,3,0.99,1,Hire,392
"C++, Java, React, SQL",10,MBA,Deep Learning Specialization,Software Engineer,Hire,103925,9,100,3,1,3,3,0.98,1,Hire,437
"SQL, Python, Machine Learning",4,M.Tech,AWS Certified,Data Scientist,Hire,95486,6,95,3,0,2,2,0.98,1,Hire,437
"Cybersecurity, Ethical Hacking, Linux, Networking",7,PhD,,Cybersecurity Analyst,Hire,62406,1,95,4,3,1,4,0.98,1,Hire,437
"NLP, Python",9,M.Tech,,AI Researcher,Hire,107875,5,100,3,3,0,2,0.98,1,Hire,437
"Machine Learning, SQL",2,MBA,Deep Learning Specialization,Data Scientist,Hire,90929,7,75,3,1,2,3,0.98,1,Hire,437
"Deep Learning, Python, Machine Learning, SQL",6,B.Sc,AWS Certified,Data Scientist,Hire,50340,0,90,2,0,2,0,0.98,1,Hire,437
"Java, SQL",5,MBA,AWS Certified,Software Engineer,Hire,40914,6,100,3,0,3,3,0.98,1,Hire,437
"Python, Deep Learning, Machine Learning",2,B.Tech,Deep Learning Specialization,Data Scientist,Reject,98024,2,55,2,1,2,1,0.98,1,Hire,437
"Java, React, C++",10,M.Tech,,Software Engineer,Hire,74425,5,100,3,3,3,2,0.98,1,Hire,437
"Python, Pytorch, NLP, TensorFlow",4,PhD,Deep Learning Specialization,AI Researcher,Hire,50369,8,100,4,1,0,4,0.98,1,Hire,437
"TensorFlow, Python, NLP, Pytorch",8,MBA,AWS Certified,AI Researcher,Hire,70446,8,100,3,0,0,3,0.98,1,Hire,437
"Ethical Hacking, Networking",7,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,75810,7,100,2,1,1,1,0.98,1,Hire,437
"Linux, Networking, Cybersecurity, Ethical Hacking",8,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,40945,4,100,2,1,1,1,0.98,1,Hire,437
"Python, Deep Learning, SQL, Machine Learning",9,MBA,,Data Scientist,Hire,93197,0,100,3,3,2,3,0.98,1,Hire,437
"Networking, Linux, Cybersecurity, Ethical Hacking",6,PhD,Google ML,Cybersecurity Analyst,Hire,58947,8,100,4,2,1,4,0.98,1,Hire,437
"Ethical Hacking, Linux, Cybersecurity, Networking",6,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Hire,85255,10,100,2,1,1,0,0.98,1,Hire,437
"TensorFlow, NLP",6,PhD,AWS Certified,AI Researcher,Hire,64951,8,100,4,0,0,4,0.98,1,Hire,437
"Python, Machine Learning, Deep Learning",9,M.Tech,AWS Certified,Data Scientist,Hire,64058,1,100,3,0,2,2,0.98,1,Hire,437
"Networking, Cybersecurity, Ethical Hacking",8,MBA,,Cybersecurity Analyst,Hire,65748,4,100,3,3,1,3,0.98,1,Hire,437
"React, C++, Java",8,MBA,AWS Certified,Software Engineer,Hire,65676,0,100,3,0,3,3,0.98,1,Hire,437
"Python, Deep Learning, Machine Learning, SQL",9,B.Tech,Google ML,Data Scientist,Hire,64063,9,100,2,2,2,1,0.98,1,Hire,437
"React, C++, Java, SQL",0,M.Tech,AWS Certified,Software Engineer,Hire,80517,8,70,3,0,3,2,0.98,1,Hire,437
"Cybersecurity, Ethical Hacking, Linux",7,MBA,AWS Certified,Cybersecurity Analyst,Hire,64888,5,100,3,0,1,3,0.98,1,Hire,437
"Python, Machine Learning, Deep Learning, SQL",7,M.Tech,Google ML,Data Scientist,Hire,112572,5,100,3,2,2,2,0.98,1,Hire,437
"Cybersecurity, Networking",7,M.Tech,Google ML,Cybersecurity Analyst,Hire,117696,4,100,3,2,1,2,0.98,1,Hire,437
"SQL, Deep Learning",6,B.Tech,Google ML,Data Scientist,Hire,80534,6,100,2,2,2,1,0.98,1,Hire,437
"Java, C++, React",6,MBA,AWS Certified,Software Engineer,Hire,64025,10,100,3,0,3,3,0.98,1,Hire,437
"Python, TensorFlow, NLP, Pytorch",5,M.Tech,,AI Researcher,Hire,74282,7,100,3,3,0,2,0.98,1,Hire,437
"SQL, React, C++",7,B.Tech,AWS Certified,Software Engineer,Hire,65733,0,95,2,0,3,1,0.98,1,Hire,437
"Cybersecurity, Linux, Ethical Hacking",1,B.Tech,AWS Certified,Cybersecurity Analyst,Hire,74376,9,80,2,0,1,1,0.98,1,Hire,437
"C++, Java, React, SQL",1,PhD,,Software Engineer,Reject,116556,0,30,4,3,3,4,0.98,0,Reject,437
"Java, C++, React",9,M.Tech,,Software Engineer,Hire,54990,1,100,3,3,3,2,0.98,1,Hire,437
"Cybersecurity, Linux",8,B.Sc,Google ML,Cybersecurity Analyst,Hire,90950,10,100,2,2,1,0,0.98,1,Hire,437
"Pytorch, Python, NLP, TensorFlow",0,M.Tech,Deep Learning Specialization,AI Researcher,Hire,67037,9,75,3,1,0,2,0.98,1,Hire,437
"SQL, React",10,B.Tech,Deep Learning Specialization,Software Engineer,Hire,89543,5,100,2,1,3,1,0.9753,1,Hire,471
"Python, Machine Learning, SQL",6,PhD,,Data Scientist,Hire,46741,1,80,4,3,2,4,0.97,1,Hire,472
"Python, Pytorch, TensorFlow, NLP",8,B.Tech,AWS Certified,AI Researcher,Hire,65345,8,100,2,0,0,1,0.97,1,Hire,472
"Python, Deep Learning",5,B.Tech,,Data Scientist,Hire,73559,10,100,2,3,2,1,0.97,1,Hire,472
"Linux, Networking, Ethical Hacking, Cybersecurity",8,B.Sc,AWS Certified,Cybersecurity Analyst,Hire,111242,5,100,2,0,1,0,0.97,1,Hire,472
"SQL, Java, React, C++",0,MBA,,Software Engineer,Reject,70344,4,40,3,3,3,3,0.97,1,Hire,472
"Machine Learning, Deep Learning, SQL",3,PhD,AWS Certified,Data Scientist,Hire,48470,7,90,4,0,2,4,0.97,1,Hire,472
"React, Java",5,B.Sc,AWS Certified,Software Engineer,Hire,70378,8,100,2,0,3,0,0.97,1,Hire,472
"Deep Learning, Machine Learning, SQL",10,B.Tech,,Data Scientist,Hire,70494,7,100,2,3,2,1,0.97,1,Hire,472
"Pytorch, TensorFlow, Python",6,B.Tech,,AI Researcher,Hire,65283,7,100,2,3,0,1,0.97,1,Hire,472
"NLP, Pytorch",0,B.Sc,Deep Learning Specialization,AI Researcher,Hire,87556,10,70,2,1,0,0,0.97,1,Hire,472
"Python, Pytorch",7,B.Sc,,AI Researcher,Hire,98548,7,100,2,3,0,0,0.97,1,Hire,472
"Linux, Ethical Hacking, Cybersecurity, Networking",10,M.Tech,,Cybersecurity Analyst,Hire,60343,8,100,3,3,1,2,0.97,0,Reject,472
"Java, React",6,B.Sc,Google ML,Software Engineer,Hire,62463,0,80,2,2,3,0,0.97,1,Hire,472
"SQL, Python, Machine Learning, Deep Learning",3,MBA,Deep Learning Specialization,Data Scientist,Hire,102054,1,65,3,1,2,3,0.97,1,Hire,472
"Python, NLP, TensorFlow",7,B.Sc,Google ML,AI Researcher,Hire,62487,8,100,2,2,0,0,0.97,1,Hire,472
"Ethical Hacking, Linux",7,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,91922,0,90,3,1,1,2,0.97,1,Hire,472
"Python, Deep Learning",8,PhD,,Data Scientist,Hire,69641,10,100,4,3,2,4,0.97,1,Hire,472
"SQL, Python, Machine Learning, Deep Learning",3,M.Tech,Google ML,Data Scientist,Hire,65930,5,85,3,2,2,2,0.97,1,Hire,472
"Linux, Ethical Hacking",1,PhD,AWS Certified,Cybersecurity Analyst,Reject,60465,3,45,4,0,1,4,0.97,0,Reject,472
"Deep Learning, Python",3,MBA,AWS Certified,Data Scientist,Hire,44012,10,100,3,0,2,3,0.97,1,Hire,472
"Machine Learning, Deep Learning",7,B.Tech,AWS Certified,Data Scientist,Hire,43930,8,100,2,0,2,1,0.97,1,Hire,472
"Python, TensorFlow, NLP",6,B.Tech,,AI Researcher,Hire,56712,5,100,2,3,0,1,0.97,1,Hire,472
"Pytorch, TensorFlow, NLP, Python",10,B.Sc,Google ML,AI Researcher,Hire,50188,3,100,2,2,0,0,0.97,1,Hire,472
"Python, Machine Learning",7,M.Tech,,Data Scientist,Hire,98540,0,80,3,3,2,2,0.97,1,Hire,472
"TensorFlow, Pytorch, Python, NLP",7,B.Sc,AWS Certified,AI Researcher,Hire,55614,4,100,2,0,0,0,0.97,1,Hire,472
"Cybersecurity, Networking",4,PhD,,Cybersecurity Analyst,Reject,98557,2,60,4,3,1,4,0.97,1,Hire,472
"C++, React, Java, SQL",7,B.Tech,AWS Certified,Software Engineer,Hire,59061,6,100,2,0,3,1,0.97,1,Hire,472
"Deep Learning, Machine Learning",7,M.Tech,AWS Certified,Data Scientist,Hire,87562,9,100,3,0,2,2,0.97,1,Hire,472
"Networking, Linux, Cybersecurity, Ethical Hacking",7,B.Tech,AWS Certified,Cybersecurity Analyst,Hire,103102,2,100,2,0,1,1,0.97,1,Hire,472
"Deep Learning, SQL, Machine Learning",6,PhD,,Data Scientist,Hire,79100,2,85,4,3,2,4,0.97,1,Hire,472
"Ethical Hacking, Linux",4,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Hire,56684,5,85,2,1,1,0,0.97,1,Hire,472
"NLP, Pytorch, TensorFlow, Python",0,MBA,Deep Learning Specialization,AI Researcher,Hire,70137,9,75,3,1,0,3,0.97,1,Hire,472
"Pytorch, TensorFlow, NLP",2,M.Tech,Google ML,AI Researcher,Hire,76264,4,65,3,2,0,2,0.97,1,Hire,472
"Machine Learning, Python, SQL",10,M.Tech,Google ML,Data Scientist,Hire,88678,3,100,3,2,2,2,0.97,1,Hire,472
"Cybersecurity, Ethical Hacking, Linux",1,B.Tech,Google ML,Cybersecurity Analyst,Hire,65313,7,70,2,2,1,1,0.97,1,Hire,472
"Ethical Hacking, Networking, Linux",0,MBA,Google ML,Cybersecurity Analyst,Reject,60440,7,60,3,2,1,3,0.97,0,Reject,472
"React, C++",1,PhD,Deep Learning Specialization,Software Engineer,Hire,107085,10,80,4,1,3,4,0.96,1,Hire,508
"SQL, Java, C++, React",5,B.Sc,,Software Engineer,Hire,57546,4,90,2,3,3,0,0.96,1,Hire,508
"SQL, React, Java",4,PhD,,Software Engineer,Hire,87441,9,100,4,3,3,4,0.96,1,Hire,508
"Ethical Hacking, Networking",6,PhD,Google ML,Cybersecurity Analyst,Hire,45959,5,100,4,2,1,4,0.96,1,Hire,508
"Cybersecurity, Networking, Linux",8,PhD,Deep Learning Specialization,Cybersecurity Analyst,Hire,107124,2,100,4,1,1,4,0.96,1,Hire,508
"C++, Java",4,MBA,Deep Learning Specialization,Software Engineer,Hire,43297,2,70,3,1,3,3,0.96,1,Hire,508
"Java, React, SQL, C++",1,B.Sc,,Software Engineer,Hire,107509,10,80,2,3,3,0,0.96,1,Hire,508
"C++, SQL, Java",5,B.Tech,Google ML,Software Engineer,Hire,97505,7,100,2,2,3,1,0.96,1,Hire,508
"SQL, Java",1,B.Tech,Google ML,Software Engineer,Hire,45989,7,65,2,2,3,1,0.96,1,Hire,508
"Ethical Hacking, Linux, Cybersecurity, Networking",7,MBA,,Cybersecurity Analyst,Hire,116460,10,100,3,3,1,3,0.96,0,Reject,508
"React, SQL",4,PhD,,Software Engineer,Hire,108770,10,100,4,3,3,4,0.96,1,Hire,508
"SQL, Python, Machine Learning, Deep Learning",6,M.Tech,Deep Learning Specialization,Data Scientist,Hire,112595,7,100,3,1,2,2,0.96,1,Hire,508
"Linux, Ethical Hacking",4,B.Tech,,Cybersecurity Analyst,Hire,110442,7,85,2,3,1,1,0.96,1,Hire,508
"TensorFlow, Python, Pytorch, NLP",2,B.Sc,Deep Learning Specialization,AI Researcher,Hire,97529,4,70,2,1,0,0,0.96,1,Hire,508
"Ethical Hacking, Networking, Linux, Cybersecurity",1,B.Sc,Google ML,Cybersecurity Analyst,Hire,97517,9,85,2,2,1,0,0.96,1,Hire,508
"SQL, Deep Learning, Python, Machine Learning",6,MBA,Google ML,Data Scientist,Hire,107075,8,100,3,2,2,3,0.96,1,Hire,508
"Machine Learning, Deep Learning, Python",3,PhD,,Data Scientist,Hire,107521,10,95,4,3,2,4,0.96,1,Hire,508
"Java, React, C++, SQL",5,MBA,Google ML,Software Engineer,Hire,87525,1,85,3,2,3,3,0.96,1,Hire,508
"SQL, Machine Learning, Python",3,PhD,Google ML,Data Scientist,Hire,45975,10,100,4,2,2,4,0.96,1,Hire,508
"TensorFlow, Python, NLP",7,B.Sc,Deep Learning Specialization,AI Researcher,Hire,74451,9,100,2,1,0,0,0.96,1,Hire,508
"Machine Learning, Python, Deep Learning",7,B.Tech,,Data Scientist,Hire,47698,8,100,2,3,2,1,0.96,1,Hire,508
"Ethical Hacking, Networking, Linux",8,PhD,,Cybersecurity Analyst,Hire,97521,7,100,4,3,1,4,0.96,1,Hire,508
"Machine Learning, Python, SQL",6,B.Tech,Deep Learning Specialization,Data Scientist,Hire,116481,8,100,2,1,2,1,0.96,0,Reject,508
"Machine Learning, Deep Learning, SQL",4,MBA,AWS Certified,Data Scientist,Hire,107045,8,100,3,0,2,3,0.96,1,Hire,508
"Python, Machine Learning, Deep Learning",0,B.Tech,Google ML,Data Scientist,Reject,116661,3,40,2,2,2,1,0.96,0,Reject,508
"Python, Deep Learning, Machine Learning",8,B.Tech,Deep Learning Specialization,Data Scientist,Hire,110499,9,100,2,1,2,1,0.96,1,Hire,508
"C++, Java",5,B.Tech,Deep Learning Specialization,Software Engineer,Hire,116922,0,70,2,1,3,1,0.95,1,Hire,534
"React, C++, SQL, Java",9,PhD,Deep Learning Specialization,Software Engineer,Hire,68203,9,100,4,1,3,4,0.95,1,Hire,534
"React, SQL, Java",1,B.Sc,Google ML,Software Engineer,Hire,105524,9,80,2,2,3,0,0.95,1,Hire,534
"SQL, Machine Learning, Deep Learning",8,M.Tech,,Data Scientist,Hire,61880,8,100,3,3,2,2,0.95,1,Hire,534
"NLP, TensorFlow, Pytorch, Python",6,B.Tech,Google ML,AI Researcher,Hire,75755,0,90,2,2,0,1,0.95,1,Hire,534
"SQL, C++, Java",6,MBA,,Software Engineer,Hire,49261,1,80,3,3,3,3,0.95,1,Hire,534
"Ethical Hacking, Networking, Linux, Cybersecurity",8,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Hire,114147,4,100,2,1,1,0,0.95,1,Hire,534
"React, C++",7,PhD,,Software Engineer,Hire,107965,10,100,4,3,3,4,0.95,1,Hire,534
"Machine Learning, Python, SQL",6,B.Tech,,Data Scientist,Hire,50393,5,100,2,3,2,1,0.95,1,Hire,534
"Deep Learning, Python, Machine Learning, SQL",2,B.Sc,,Data Scientist,Hire,84282,6,70,2,3,2,0,0.95,1,Hire,534
"SQL, C++, React",7,M.Tech,AWS Certified,Software Engineer,Hire,49907,4,100,3,0,3,2,0.95,1,Hire,534
"Networking, Linux",5,M.Tech,Google ML,Cybersecurity Analyst,Hire,61038,9,100,3,2,1,2,0.95,1,Hire,534
"Java, C++, React, SQL",9,B.Sc,Deep Learning Specialization,Software Engineer,Hire,68144,2,100,2,1,3,0,0.95,1,Hire,534
"React, Java",5,MBA,,Software Engineer,Hire,75717,7,95,3,3,3,3,0.95,1,Hire,534
"Machine Learning, Python",1,MBA,Deep Learning Specialization,Data Scientist,Hire,50397,8,70,3,1,2,3,0.95,1,Hire,534
"SQL, Java, C++, React",4,MBA,AWS Certified,Software Engineer,Hire,50602,9,100,3,0,3,3,0.95,1,Hire,534
"TensorFlow, Python",2,PhD,Deep Learning Specialization,AI Researcher,Hire,73596,9,85,4,1,0,4,0.95,1,Hire,534
"C++, SQL, React",10,M.Tech,Deep Learning Specialization,Software Engineer,Hire,48829,5,100,3,1,3,2,0.95,1,Hire,534
"Java, SQL, React",5,MBA,,Software Engineer,Hire,49176,8,100,3,3,3,3,0.95,1,Hire,534
"Pytorch, Python",8,B.Sc,AWS Certified,AI Researcher,Hire,116934,10,100,2,0,0,0,0.95,1,Hire,534
"TensorFlow, Pytorch, NLP, Python",6,B.Tech,AWS Certified,AI Researcher,Hire,109750,9,100,2,0,0,1,0.95,1,Hire,534
"TensorFlow, Python, NLP, Pytorch",9,M.Tech,Google ML,AI Researcher,Hire,68212,9,100,3,2,0,2,0.95,1,Hire,534
"Python, SQL, Machine Learning",10,MBA,Google ML,Data Scientist,Hire,114118,2,100,3,2,2,3,0.95,1,Hire,534
"React, SQL",10,PhD,Deep Learning Specialization,Software Engineer,Hire,50166,10,100,4,1,3,4,0.95,1,Hire,534
"Pytorch, TensorFlow, Python, NLP",4,M.Tech,Google ML,AI Researcher,Hire,109802,3,85,3,2,0,2,0.95,1,Hire,534
"Pytorch, TensorFlow",2,MBA,AWS Certified,AI Researcher,Hire,65012,6,70,3,0,0,3,0.94,1,Hire,559
"Python, Machine Learning",5,B.Sc,,Data Scientist,Hire,65003,1,65,2,3,2,0,0.94,1,Hire,559
"Pytorch, Python, TensorFlow, NLP",5,B.Sc,Google ML,AI Researcher,Hire,75037,10,100,2,2,0,0,0.94,1,Hire,559
"Java, C++, React, SQL",5,MBA,Deep Learning Specialization,Software Engineer,Hire,64162,7,100,3,1,3,3,0.94,1,Hire,559
"Linux, Ethical Hacking",10,MBA,Google ML,Cybersecurity Analyst,Hire,41917,9,100,3,2,1,3,0.94,1,Hire,559
"Linux, Ethical Hacking",8,MBA,AWS Certified,Cybersecurity Analyst,Hire,96662,9,100,3,0,1,3,0.94,1,Hire,559
"Machine Learning, Deep Learning, Python, SQL",6,MBA,,Data Scientist,Hire,76085,4,100,3,3,2,3,0.94,1,Hire,559
"Machine Learning, Python, SQL",10,B.Sc,,Data Scientist,Hire,84036,5,100,2,3,2,0,0.94,1,Hire,559
"Python, NLP, Pytorch, TensorFlow",4,B.Sc,,AI Researcher,Hire,61931,8,100,2,3,0,0,0.94,1,Hire,559
"SQL, Deep Learning, Python, Machine Learning",7,B.Tech,,Data Scientist,Hire,54552,2,100,2,3,2,1,0.94,1,Hire,559
"Cybersecurity, Networking, Ethical Hacking",8,PhD,Deep Learning Specialization,Cybersecurity Analyst,Hire,54594,2,100,4,1,1,4,0.94,1,Hire,559
"NLP, Pytorch, TensorFlow",6,M.Tech,Deep Learning Specialization,AI Researcher,Hire,64149,0,85,3,1,0,2,0.94,1,Hire,559
"Ethical Hacking, Cybersecurity, Networking, Linux",3,MBA,Google ML,Cybersecurity Analyst,Hire,93303,1,65,3,2,1,3,0.93,1,Hire,571
"React, C++, Java, SQL",6,B.Tech,Google ML,Software Engineer,Hire,74854,6,100,2,2,3,1,0.93,1,Hire,571
"Networking, Cybersecurity, Linux, Ethical Hacking",7,M.Tech,Google ML,Cybersecurity Analyst,Hire,117704,10,100,3,2,1,2,0.93,1,Hire,571
"Python, TensorFlow, Pytorch, NLP",8,PhD,AWS Certified,AI Researcher,Hire,44783,10,100,4,0,0,4,0.93,1,Hire,571
"SQL, C++",3,B.Tech,Deep Learning Specialization,Software Engineer,Hire,41891,4,70,2,1,3,1,0.93,1,Hire,571
"Java, SQL",2,M.Tech,AWS Certified,Software Engineer,Hire,83473,10,90,3,0,3,2,0.93,1,Hire,571
"Networking, Cybersecurity, Linux, Ethical Hacking",5,B.Sc,,Cybersecurity Analyst,Hire,93770,7,100,2,3,1,0,0.93,1,Hire,571
"Deep Learning, Machine Learning, Python",3,MBA,AWS Certified,Data Scientist,Reject,71310,1,60,3,0,2,3,0.93,0,Reject,571
"Ethical Hacking, Linux",8,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,93214,2,100,2,1,1,1,0.93,1,Hire,571
"Deep Learning, Python, SQL",2,B.Sc,Deep Learning Specialization,Data Scientist,Hire,119054,8,85,2,1,2,0,0.93,1,Hire,571
"React, SQL, Java, C++",6,B.Tech,Deep Learning Specialization,Software Engineer,Hire,119018,0,90,2,1,3,1,0.93,1,Hire,571
"Ethical Hacking, Linux",6,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,83470,2,90,2,1,1,1,0.93,1,Hire,571
"Python, NLP",5,B.Tech,,AI Researcher,Hire,55494,8,100,2,3,0,1,0.93,1,Hire,571
"Machine Learning, Python, Deep Learning",9,B.Tech,,Data Scientist,Hire,93707,0,100,2,3,2,1,0.93,1,Hire,571
"Deep Learning, Machine Learning, SQL",7,B.Tech,AWS Certified,Data Scientist,Hire,118152,6,100,2,0,2,1,0.93,1,Hire,571
"TensorFlow, Python",7,B.Sc,Deep Learning Specialization,AI Researcher,Hire,98529,1,95,2,1,0,0,0.93,1,Hire,571
"SQL, Python",8,B.Sc,Deep Learning Specialization,Data Scientist,Hire,118157,10,100,2,1,2,0,0.93,1,Hire,571
"Python, Machine Learning, Deep Learning, SQL",1,PhD,Google ML,Data Scientist,Hire,113545,6,70,4,2,2,4,0.93,1,Hire,571
"Ethical Hacking, Networking, Cybersecurity",1,M.Tech,,Cybersecurity Analyst,Hire,47674,9,70,3,3,1,2,0.93,1,Hire,571
"TensorFlow, NLP",3,B.Tech,Google ML,AI Researcher,Hire,74914,10,100,2,2,0,1,0.93,1,Hire,571
"Deep Learning, Machine Learning, Python, SQL",10,MBA,Google ML,Data Scientist,Hire,113002,1,100,3,2,2,3,0.93,1,Hire,571
"Python, SQL",0,PhD,Deep Learning Specialization,Data Scientist,Hire,118756,9,65,4,1,2,4,0.93,1,Hire,571
"Networking, Linux, Cybersecurity, Ethical Hacking",10,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,83474,0,100,3,1,1,3,0.93,1,Hire,571
"SQL, Deep Learning",0,PhD,Deep Learning Specialization,Data Scientist,Reject,118976,8,60,4,1,2,4,0.93,1,Hire,571
"TensorFlow, NLP, Pytorch, Python",4,PhD,Deep Learning Specialization,AI Researcher,Hire,89633,2,80,4,1,0,4,0.9227,1,Hire,595
"SQL, Machine Learning, Deep Learning, Python",5,B.Tech,,Data Scientist,Hire,89620,3,85,2,3,2,1,0.9227,1,Hire,595
"C++, Java",9,M.Tech,Deep Learning Specialization,Software Engineer,Hire,51284,4,100,3,1,3,2,0.92,1,Hire,597
"TensorFlow, Pytorch, NLP, Python",1,B.Tech,AWS Certified,AI Researcher,Reject,86353,2,50,2,0,0,1,0.92,0,Reject,597
"Deep Learning, Machine Learning, SQL, Python",8,M.Tech,AWS Certified,Data Scientist,Hire,51283,4,100,3,0,2,2,0.92,1,Hire,597
"Linux, Cybersecurity, Networking, Ethical Hacking",6,B.Tech,AWS Certified,Cybersecurity Analyst,Hire,109463,6,100,2,0,1,1,0.92,1,Hire,597
"Deep Learning, SQL, Machine Learning, Python",1,MBA,AWS Certified,Data Scientist,Reject,86355,4,60,3,0,2,3,0.92,0,Reject,597
"Linux, Cybersecurity, Ethical Hacking",8,MBA,Deep Learning Specialization,Cybersecurity Analyst,Hire,114489,9,100,3,1,1,3,0.92,1,Hire,597
"TensorFlow, Pytorch, Python",5,B.Tech,Google ML,AI Researcher,Hire,79333,5,100,2,2,0,1,0.92,1,Hire,597
"Pytorch, TensorFlow",5,PhD,AWS Certified,AI Researcher,Hire,43681,4,90,4,0,0,4,0.92,1,Hire,597
